"id";"time";"attrstring";"value"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:54:00+07";"";"0.036"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:54:00+07";"";"1.835"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:54:31+07";"";"40.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:55:00+07";"";"0.038"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:55:00+07";"";"1.431"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:55:30+07";"";"40.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:56:00+07";"";"0.034"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:56:00+07";"";"1.442"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:56:28+07";"";"40.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:57:00+07";"";"0.035"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:57:00+07";"";"1.356"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:57:26+07";"";"40.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:58:00+07";"";"0.037"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:58:00+07";"";"1.684"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:58:25+07";"";"40.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:59:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:59:00+07";"";"1.388"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:59:24+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:00:00+07";"";"0.040"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:00:00+07";"";"2.037"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:00:22+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:01:00+07";"";"0.038"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:01:00+07";"";"1.305"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:01:21+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:02:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:02:00+07";"";"1.310"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:02:19+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:03:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:03:00+07";"";"1.471"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:03:18+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:04:00+07";"";"0.045"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:04:00+07";"";"1.535"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:04:17+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:05:00+07";"";"0.045"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:05:00+07";"";"2.049"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:05:14+07";"";"40.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:06:00+07";"";"0.045"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:06:00+07";"";"1.310"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:06:13+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:07:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:07:00+07";"";"1.705"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:07:11+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:08:00+07";"";"0.045"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:08:00+07";"";"1.686"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:08:10+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:09:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:09:00+07";"";"1.291"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:09:09+07";"";"40.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:10:00+07";"";"0.047"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:10:00+07";"";"1.297"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:10:08+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:11:00+07";"";"0.050"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:11:00+07";"";"1.307"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:11:07+07";"";"41.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:12:00+07";"";"0.047"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:12:00+07";"";"1.670"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:12:05+07";"";"41.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:13:00+07";"";"0.034"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:13:00+07";"";"1.692"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:13:04+07";"";"41.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:14:00+07";"";"0.035"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:14:00+07";"";"1.716"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:14:02+07";"";"41.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:15:00+07";"";"0.037"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:15:00+07";"";"1.320"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:15:00+07";"";"41.7"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:15:59+07";"";"41.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:16:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:16:00+07";"";"1.322"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:16:57+07";"";"41.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:17:00+07";"";"0.055"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:17:00+07";"";"1.300"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:17:56+07";"";"41.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:18:00+07";"";"0.058"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:18:00+07";"";"1.714"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:18:55+07";"";"41.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:19:00+07";"";"0.059"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:19:00+07";"";"1.318"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:19:53+07";"";"41.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:20:00+07";"";"0.062"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:20:00+07";"";"1.312"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:20:52+07";"";"41.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:21:00+07";"";"0.064"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:21:00+07";"";"1.306"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:21:50+07";"";"41.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:22:00+07";"";"0.065"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:22:00+07";"";"1.377"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:22:49+07";"";"42.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:23:00+07";"";"0.064"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:23:00+07";"";"1.393"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:23:47+07";"";"42.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:24:00+07";"";"0.060"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:24:00+07";"";"1.419"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:24:46+07";"";"42.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:25:00+07";"";"0.057"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:25:00+07";"";"1.564"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:25:45+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:26:00+07";"";"0.056"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:26:00+07";"";"1.797"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:26:44+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:27:00+07";"";"0.055"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:27:00+07";"";"1.903"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:27:42+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:28:00+07";"";"0.059"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:28:00+07";"";"1.704"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:28:41+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:29:00+07";"";"0.060"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:29:00+07";"";"1.594"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:29:39+07";"";"42.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:30:00+07";"";"0.059"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:30:00+07";"";"1.575"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:30:38+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:31:00+07";"";"0.056"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:31:00+07";"";"1.584"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:31:37+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:32:00+07";"";"0.057"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:32:00+07";"";"1.611"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:32:35+07";"";"43.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:33:00+07";"";"0.057"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:33:00+07";"";"1.550"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:33:34+07";"";"43.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:34:00+07";"";"0.055"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:34:00+07";"";"2.011"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:34:33+07";"";"43.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:35:00+07";"";"0.061"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:35:00+07";"";"1.575"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:35:31+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:36:00+07";"";"0.058"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:36:00+07";"";"1.570"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:36:30+07";"";"43.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:37:00+07";"";"0.056"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:37:00+07";"";"1.509"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:37:28+07";"";"43.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:38:00+07";"";"0.057"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:38:00+07";"";"1.501"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:38:27+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:39:00+07";"";"0.060"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:39:00+07";"";"1.490"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:39:25+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:40:00+07";"";"0.052"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:40:00+07";"";"1.535"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:40:24+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:41:00+07";"";"0.051"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:41:00+07";"";"1.456"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:41:23+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:42:00+07";"";"0.052"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:42:00+07";"";"1.946"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:42:21+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:43:00+07";"";"0.054"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:43:00+07";"";"1.541"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:43:20+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:44:00+07";"";"0.055"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:44:00+07";"";"1.533"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:44:18+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:45:00+07";"";"0.055"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:45:00+07";"";"1.534"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:45:16+07";"";"42.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:46:00+07";"";"0.058"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:46:00+07";"";"1.512"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:46:15+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:47:00+07";"";"0.055"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:47:00+07";"";"1.509"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:47:14+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:48:00+07";"";"0.057"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:48:00+07";"";"1.518"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:48:12+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:49:00+07";"";"0.054"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:49:00+07";"";"1.499"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:49:11+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:50:00+07";"";"0.054"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:50:00+07";"";"1.912"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:50:09+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:51:00+07";"";"0.051"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:51:00+07";"";"1.917"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:51:08+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:52:00+07";"";"0.058"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:52:00+07";"";"1.518"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:52:06+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:53:00+07";"";"0.056"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:53:00+07";"";"1.858"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:53:05+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:54:00+07";"";"0.055"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:54:00+07";"";"1.492"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:54:03+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:55:00+07";"";"0.053"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:55:00+07";"";"1.504"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:55:02+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:56:00+07";"";"0.056"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:56:00+07";"";"1.511"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:56:01+07";"";"42.5"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:56:59+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:57:00+07";"";"0.050"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:57:00+07";"";"1.629"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:57:58+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:58:00+07";"";"0.049"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:58:00+07";"";"2.526"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:58:56+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 13:59:00+07";"";"0.054"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 13:59:00+07";"";"1.517"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 13:59:55+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:00:00+07";"";"0.057"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:00:00+07";"";"1.588"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:00:54+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:01:00+07";"";"0.054"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:01:00+07";"";"1.830"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:01:53+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:02:00+07";"";"0.054"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:02:00+07";"";"1.484"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:02:51+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:03:00+07";"";"0.050"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:03:00+07";"";"1.560"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:03:50+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:04:00+07";"";"0.050"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:04:00+07";"";"1.505"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:04:48+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:05:00+07";"";"0.048"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:05:00+07";"";"1.620"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:05:48+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:06:00+07";"";"0.047"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:06:00+07";"";"1.830"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:06:46+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:07:00+07";"";"0.048"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:07:00+07";"";"1.728"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:07:44+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:08:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:08:00+07";"";"1.460"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:08:43+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:09:00+07";"";"0.051"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:09:00+07";"";"1.841"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:09:41+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:10:00+07";"";"0.052"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:10:00+07";"";"1.447"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:10:40+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:11:00+07";"";"0.053"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:11:00+07";"";"1.543"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:11:38+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:12:00+07";"";"0.050"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:12:00+07";"";"1.888"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:12:37+07";"";"42.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 14:13:00+07";"";"0.049"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 14:13:00+07";"";"1.483"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 14:13:35+07";"";"42.6"
