"id";"time";"attrstring";"value"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 01:59:14+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:00:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:00:00+07";"";"1.980"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:00:12+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:01:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:01:00+07";"";"1.953"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:01:11+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:02:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:02:00+07";"";"1.982"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:02:10+07";"";"50.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:03:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:03:00+07";"";"1.979"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:03:08+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:04:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:04:00+07";"";"1.985"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:04:07+07";"";"50.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:05:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:05:00+07";"";"1.962"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:05:05+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:06:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:06:00+07";"";"1.987"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:06:04+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:07:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:07:00+07";"";"1.987"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:07:03+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:08:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:08:00+07";"";"1.986"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:08:01+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:09:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:09:00+07";"";"1.956"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:09:00+07";"";"50.2"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:09:58+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:10:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:10:00+07";"";"1.980"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:10:57+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:11:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:11:00+07";"";"1.979"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:11:55+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:12:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:12:00+07";"";"1.977"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:12:54+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:13:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:13:00+07";"";"1.955"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:13:52+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:14:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:14:00+07";"";"1.981"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:14:51+07";"";"50.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:15:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:15:00+07";"";"1.981"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:15:50+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:16:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:16:00+07";"";"1.985"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:16:48+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:17:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:17:00+07";"";"1.959"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:17:47+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:18:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:18:00+07";"";"1.979"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:18:45+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:19:00+07";"";"0.013"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:19:00+07";"";"1.978"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:19:44+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:20:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:20:00+07";"";"1.976"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:20:43+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:21:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:21:00+07";"";"1.961"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:21:42+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:22:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:22:00+07";"";"1.989"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:22:40+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:23:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:23:00+07";"";"1.991"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:23:39+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:24:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:24:00+07";"";"1.994"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:24:37+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:25:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:25:00+07";"";"1.961"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:25:36+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:26:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:26:00+07";"";"1.984"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:26:34+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:27:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:27:00+07";"";"1.978"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:27:33+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:28:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:28:00+07";"";"1.975"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:28:31+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:29:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:29:00+07";"";"1.954"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:29:30+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:30:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:30:00+07";"";"1.985"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:30:29+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:31:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:31:00+07";"";"1.981"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:31:28+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:32:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:32:00+07";"";"1.982"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:32:26+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:33:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:33:00+07";"";"1.957"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:33:25+07";"";"50.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:34:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:34:00+07";"";"1.980"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:34:24+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:35:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:35:00+07";"";"1.976"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:35:22+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:36:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:36:00+07";"";"1.979"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:36:21+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:37:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:37:00+07";"";"1.952"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:37:19+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:38:00+07";"";"0.008"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:38:00+07";"";"1.978"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:38:18+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:39:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:39:00+07";"";"1.980"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:39:16+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:40:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:40:00+07";"";"1.982"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:40:15+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:41:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:41:00+07";"";"1.953"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:41:14+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:42:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:42:00+07";"";"1.980"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:42:12+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:43:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:43:00+07";"";"1.982"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:43:11+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:44:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:44:00+07";"";"1.979"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:44:09+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:45:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:45:00+07";"";"1.951"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:45:08+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:46:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:46:00+07";"";"1.977"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:46:07+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:47:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:47:00+07";"";"1.984"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:47:05+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:48:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:48:00+07";"";"1.977"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:48:04+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:49:00+07";"";"0.009"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:49:00+07";"";"1.946"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:49:02+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:50:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:50:00+07";"";"1.971"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:50:01+07";"";"50.5"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:50:59+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:51:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:51:00+07";"";"1.965"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:51:58+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:52:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:52:00+07";"";"1.962"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:52:57+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:53:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:53:00+07";"";"1.930"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:53:55+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:54:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:54:00+07";"";"1.953"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:54:54+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:55:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:55:00+07";"";"1.951"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:55:52+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:56:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:56:00+07";"";"1.950"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:56:50+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:57:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:57:00+07";"";"1.921"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:57:49+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:58:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:58:00+07";"";"1.866"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:58:47+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 02:59:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 02:59:00+07";"";"1.733"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 02:59:46+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:00:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:00:00+07";"";"1.731"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:00:45+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:01:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:01:00+07";"";"1.708"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:01:44+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:02:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:02:00+07";"";"1.730"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:02:43+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:03:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:03:00+07";"";"1.731"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:03:41+07";"";"50.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:04:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:04:00+07";"";"1.736"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:04:40+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:05:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:05:00+07";"";"1.753"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:05:38+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:06:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:06:00+07";"";"1.801"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:06:37+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:07:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:07:00+07";"";"1.800"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:07:35+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:08:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:08:00+07";"";"1.793"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:08:34+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:09:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:09:00+07";"";"1.767"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:09:32+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:10:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:10:00+07";"";"1.786"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:10:31+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:11:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:11:00+07";"";"1.773"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:11:29+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:12:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:12:00+07";"";"1.722"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:12:28+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:13:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:13:00+07";"";"1.763"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:13:26+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:14:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:14:00+07";"";"1.791"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:14:25+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:15:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:15:00+07";"";"1.789"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:15:24+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:16:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:16:00+07";"";"1.788"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:16:23+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:17:00+07";"";"0.010"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:17:00+07";"";"1.752"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:17:21+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:18:00+07";"";"0.012"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:18:00+07";"";"1.774"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:18:20+07";"";"50.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:19:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:19:00+07";"";"1.776"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:19:18+07";"";"50.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-03 03:20:00+07";"";"0.011"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-03 03:20:00+07";"";"1.775"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-03 03:20:17+07";"";"50.6"
